feature,correlation
X_584,0.017547754
X_1615,0.017667053
X_1141,0.01768904
X_1493,0.01768904
X_860,0.017705704
X_1114,0.017782014
X_1492,0.017782014
X_311,0.017853548
X_1737,0.017874124
X_2429,0.017880308
X_2742,0.017880308
X_544,0.017893817
X_543,0.017908102
X_582,0.017956053
X_1087,0.017978104
X_1491,0.017978104
X_293,0.017984145
X_667,0.01818564
X_1924,0.018263426
X_1926,0.018263472
X_2715,0.018418316
X_1296,0.018422153
X_275,0.018480193
X_277,0.018480193
X_2027,0.018638342
X_1337,0.018647594
X_2718,0.018715303
X_297,0.018929788
X_585,0.019147073
X_396,0.019409152
X_1616,0.019820874
X_53,0.019856808
X_1439,0.019945513
X_1029,0.019945513
X_303,0.019987301
X_105,0.020029531
X_780,0.020127593
X_1305,0.020162044
X_1239,0.020162044
X_1555,0.020295557
X_1154,0.020306627
X_2859,0.020306627
X_829,0.020466787
X_1374,0.020712194
X_1199,0.020765304
X_674,0.020767293
X_284,0.021178505
X_126,0.021185539
X_601,0.02135487
X_102,0.021418931
X_1773,0.021536144
X_781,0.021753637
X_1277,0.021780243
X_882,0.021874548
X_408,0.022092345
X_389,0.022109741
X_1950,0.022117907
X_41,0.022154777
X_236,0.022250627
X_180,0.022391369
X_714,0.022599809
X_64,0.022724627
X_2455,0.022854512
X_2843,0.023240449
X_2746,0.023306685
X_2447,0.023348551
X_550,0.023401454
X_1512,0.023603015
X_1117,0.023603015
X_1094,0.023790299
X_1505,0.023790299
X_1038,0.023815742
X_1463,0.023815742
X_1398,0.023910595
X_1506,0.024075129
X_1121,0.024075129
X_1558,0.024157466
X_791,0.024367074
X_568,0.024394945
X_796,0.024426737
X_1072,0.024595484
X_1464,0.024595484
X_1507,0.024605602
X_1148,0.024605602
X_294,0.024778112
X_1735,0.024828838
X_2428,0.024835046
X_2741,0.024835046
X_1229,0.024854977
X_1207,0.024953667
X_475,0.02508352
X_744,0.02508352
X_233,0.025160183
X_698,0.025228162
X_1065,0.025306612
X_1446,0.025306612
X_1480,0.025385748
X_1107,0.025385748
X_127,0.025448281
X_24,0.025523162
X_841,0.02556718
X_824,0.02562082
X_682,0.02604943
X_1080,0.026226453
X_1479,0.026226453
X_484,0.026292263
X_922,0.026292263
X_559,0.026708886
X_693,0.026716403
X_785,0.026764875
X_485,0.026954093
X_925,0.026954093
X_246,0.026971077
X_769,0.027113254
X_55,0.027126725
X_1569,0.027297499
X_300,0.027436694
X_527,0.027605081
X_398,0.027605081
X_700,0.027625657
X_1568,0.027693756
X_1329,0.027726479
X_678,0.027775723
X_842,0.027921565
X_1232,0.027963072
X_2546,0.02815369
X_2186,0.02815369
X_1570,0.028226178
X_1670,0.028232011
X_770,0.028287549
X_1055,0.02837539
X_1403,0.02837539
X_1134,0.028511237
X_1481,0.028511237
X_1536,0.029227204
X_1090,0.029832659
X_1511,0.029832659
X_905,0.030013366
X_488,0.030562657
X_472,0.030562657
X_504,0.030562657
X_1853,0.030795052
X_1280,0.030932006
X_1315,0.030932006
X_1233,0.030996933
X_871,0.031066599
X_1336,0.031121725
X_610,0.03135595
X_847,0.03135595
X_1397,0.031669288
X_1144,0.031885273
X_1513,0.031885273
X_1342,0.031982798
X_370,0.031995689
X_1466,0.032237999
X_1059,0.032237999
X_1353,0.032277799
X_95,0.032952054
X_1918,0.033013493
X_1916,0.033016948
X_13,0.033189293
X_998,0.03325878
X_997,0.033275407
X_996,0.033291243
X_2465,0.033299737
X_238,0.033858694
X_2719,0.033960247
X_1713,0.033985883
X_850,0.034232091
X_1556,0.03434269
X_1543,0.035259551
X_745,0.035388256
X_491,0.035388256
X_1214,0.035561159
X_999,0.035615866
X_1001,0.035684177
X_1000,0.035699706
X_360,0.035909014
X_2863,0.036334205
X_1102,0.036334205
X_867,0.036794418
X_827,0.037003484
X_101,0.037063947
X_56,0.037120177
X_1129,0.03758006
X_2864,0.03758006
X_1327,0.03758006
X_663,0.038127348
X_1356,0.038165615
X_1165,0.038525846
X_958,0.038525846
X_1566,0.038718487
X_2190,0.038774811
X_2553,0.038774811
X_1565,0.038774942
X_1567,0.038902612
X_884,0.0389277
X_1245,0.03928623
X_1017,0.03939939
X_647,0.039400278
X_923,0.039400278
X_500,0.039400278
X_603,0.039547972
X_1774,0.039561663
X_556,0.039694721
X_661,0.03970671
X_2409,0.040123301
X_1086,0.040172019
X_1510,0.04077974
X_1149,0.04077974
X_1860,0.040892927
X_1332,0.040953279
X_1335,0.040953279
X_1113,0.040953279
X_1177,0.041281697
X_1140,0.041287128
X_588,0.04136998
X_12,0.041557403
X_169,0.041557677
X_758,0.041573378
X_149,0.041624931
X_869,0.041746455
X_1276,0.041776442
X_1385,0.042114763
X_623,0.042154076
X_1297,0.042230449
X_1535,0.042246639
X_1386,0.042334156
X_851,0.042544489
X_1122,0.042615198
X_1509,0.042615198
X_2464,0.043112189
X_1542,0.043134352
X_1861,0.043635997
X_659,0.043891488
X_2759,0.044201242
X_1263,0.044305946
X_1739,0.044492661
X_298,0.044666181
X_1156,0.04468131
X_2865,0.04468131
X_11,0.044798226
X_65,0.045027699
X_2543,0.045057481
X_2184,0.045057481
X_42,0.045069369
X_52,0.045176344
X_1196,0.045276037
X_283,0.045531374
X_1259,0.045615014
X_1215,0.045811978
X_163,0.046235247
X_1956,0.046386026
X_1922,0.046552478
X_902,0.046757822
X_1042,0.046792652
X_1465,0.046792652
X_1181,0.046959973
X_1095,0.047145254
X_1508,0.047145254
X_792,0.047682458
X_2837,0.047770439
X_1528,0.048083788
X_1527,0.048104762
X_1526,0.048126465
X_664,0.048399574
X_1274,0.049610538
X_146,0.049647169
X_2765,0.049756811
X_114,0.049942228
X_1330,0.050551471
X_1333,0.050551471
X_1108,0.050551471
X_2439,0.050724436
X_924,0.050788551
X_516,0.050788551
X_2768,0.050842717
X_790,0.051009135
X_1081,0.051038134
X_302,0.051083654
X_134,0.051313311
X_1951,0.051480684
X_1184,0.051560866
X_1968,0.05180201
X_1963,0.053268249
X_2726,0.053428102
X_1011,0.053645816
X_1009,0.053645816
X_2436,0.054007673
X_746,0.054096065
X_507,0.054096065
X_1283,0.05424128
X_1797,0.054745631
X_291,0.05505281
X_1220,0.055052867
X_2720,0.05511514
X_1135,0.055124726
X_1682,0.055522628
X_852,0.055703071
X_938,0.055888974
X_1438,0.056305029
X_1061,0.056305029
X_2753,0.056630331
X_159,0.056702795
X_118,0.056943134
X_486,0.057018692
X_928,0.057018692
X_1202,0.05728046
X_1371,0.057393899
X_111,0.057562988
X_875,0.057750241
X_1761,0.057824766
X_939,0.058337754
X_1209,0.058885092
X_828,0.060490166
X_870,0.060526827
X_1372,0.060854867
X_2413,0.061143583
X_940,0.06147336
X_876,0.061530619
X_1540,0.06159445
X_288,0.061757434
X_440,0.062130828
X_521,0.062130828
X_837,0.062474688
X_1155,0.063654762
X_2862,0.063654762
X_1382,0.063692082
X_853,0.064190762
X_2451,0.064331392
X_1557,0.064336855
X_1278,0.064364683
X_2408,0.064523342
X_1525,0.064552686
X_1523,0.064552686
X_1524,0.064552686
X_250,0.064850478
X_1299,0.065008198
X_1234,0.065008198
X_399,0.065135153
X_528,0.065135153
X_1125,0.065140276
X_2852,0.065140276
X_1323,0.065140276
X_103,0.065686995
X_1152,0.065720781
X_2853,0.065720781
X_1223,0.066319241
X_1230,0.067217814
X_345,0.067281146
X_1368,0.067636051
X_2739,0.067808442
X_62,0.068237254
X_1388,0.068312365
X_991,0.06870529
X_2782,0.068739067
X_418,0.06923832
X_2750,0.069275284
X_1098,0.069426511
X_2851,0.069426511
X_1866,0.069537966
X_1380,0.069582597
X_273,0.070740974
X_271,0.070740974
X_419,0.070785046
X_1381,0.070806268
X_1203,0.072268814
X_1225,0.072495031
X_751,0.072909515
X_495,0.072909515
X_2051,0.073001561
X_2456,0.073354863
X_420,0.073464706
X_2437,0.074111875
X_2412,0.075100709
X_251,0.075393454
X_1942,0.075658524
X_1940,0.07580009
X_771,0.07602251
X_124,0.076154768
X_1295,0.076278704
X_565,0.076389007
X_1378,0.076872715
X_125,0.076885313
X_2099,0.077885658
X_1928,0.078025549
X_2757,0.078394581
X_1244,0.07865321
X_2725,0.079463218
X_1180,0.079654989
X_1185,0.079689657
X_1286,0.080456024
X_1281,0.080507523
X_1013,0.080817465
X_1254,0.081365619
X_1744,0.081402218
X_2772,0.08186867
X_379,0.082135239
X_1674,0.082169491
X_247,0.082713456
X_2410,0.083468198
X_786,0.083641147
X_2552,0.084643712
X_984,0.084830318
X_2440,0.085511165
X_1906,0.086227392
X_2769,0.086337989
X_1407,0.086712158
X_132,0.086758882
X_2076,0.086928364
X_1864,0.086943614
X_1785,0.087519507
X_1370,0.087563657
X_955,0.08765531
X_1886,0.088368818
X_2777,0.08865165
X_1420,0.089263943
X_1884,0.089429664
X_2778,0.089537124
X_985,0.08999275
X_772,0.090342012
X_1097,0.090415414
X_2848,0.090415414
X_2542,0.090723128
X_1611,0.091285895
X_1554,0.091547772
X_1779,0.092401253
X_1176,0.092618212
X_2860,0.092631884
X_1101,0.092631884
X_1904,0.092978799
X_1932,0.093839134
X_1934,0.093927867
X_1300,0.094758514
X_2541,0.094849378
X_1377,0.095348632
X_1275,0.095965237
X_1228,0.096020504
X_1195,0.096645263
X_281,0.097600085
X_279,0.097600085
X_1289,0.097729773
X_1226,0.097769029
X_289,0.099007916
X_2491,0.100039961
X_2490,0.100039961
X_198,0.100039961
X_2813,0.100039961
X_1190,0.101206394
X_1265,0.101252096
X_2752,0.102021445
X_773,0.102031799
X_1376,0.103862086
X_793,0.104176816
X_1831,0.105868447
X_2444,0.10647503
X_2740,0.106591072
X_2062,0.106754238
X_1262,0.107616033
X_986,0.107670301
X_1874,0.10789205
X_1194,0.108239824
X_1326,0.108720151
X_1128,0.108720151
X_2861,0.108720151
X_1912,0.108826449
X_292,0.109161298
X_165,0.109722803
X_1799,0.110704
X_1188,0.112716233
X_1243,0.114467172
X_1310,0.114467172
X_1532,0.115645366
X_1895,0.116740209
X_1966,0.11936539
X_980,0.120082567
X_1151,0.120372102
X_2850,0.120372102
X_2786,0.120388534
X_1896,0.120722905
X_1936,0.120848031
X_2795,0.122804108
X_2722,0.123450875
X_1920,0.124611865
X_1227,0.124765669
X_1553,0.125397559
X_1914,0.125742833
X_1124,0.126779867
X_1322,0.126779867
X_2849,0.126779867
X_1898,0.12799342
X_1880,0.12801922
X_2825,0.128425872
X_2517,0.128425872
X_212,0.128425872
X_2516,0.128425872
X_2473,0.129858138
X_2803,0.129858138
X_2472,0.129858138
X_2471,0.129858138
X_2470,0.129858138
X_217,0.129858138
X_2804,0.129858138
X_225,0.129858138
X_1041,0.130466396
X_1468,0.130466396
X_1189,0.131938318
X_1099,0.131960393
X_2854,0.131960393
X_1757,0.133021411
X_2483,0.133309983
X_230,0.133309983
X_2809,0.133309983
X_2482,0.133309983
X_1921,0.133411381
X_1612,0.134936752
X_1877,0.135290122
X_1875,0.135485689
X_1179,0.135919654
X_1704,0.137256472
X_2870,0.137976471
X_1962,0.137976471
X_1533,0.138445552
X_2783,0.138492198
X_1868,0.138793607
X_310,0.142217563
X_2828,0.144303344
X_2523,0.144303344
X_2522,0.144303344
X_215,0.144303344
X_1890,0.144928133
X_1858,0.145301917
X_2476,0.145779425
X_2806,0.145779425
X_227,0.145779425
X_2477,0.145779425
X_2023,0.145797024
X_1786,0.146242488
X_2702,0.146327931
X_2017,0.14676103
X_1703,0.146795779
X_2701,0.147118324
X_2700,0.14736906
X_1867,0.148414
X_1945,0.148453283
X_2093,0.149526074
X_2855,0.14982976
X_1126,0.14982976
X_1324,0.14982976
X_1927,0.150134971
X_1357,0.153844166
X_1856,0.15475535
X_1222,0.155588749
X_231,0.156113764
X_2810,0.156113764
X_2484,0.156113764
X_2485,0.156113764
X_229,0.156129895
X_2480,0.156129895
X_2807,0.156129895
X_2481,0.156129895
X_2479,0.156129895
X_2478,0.156129895
X_228,0.156129895
X_2808,0.156129895
X_1887,0.158884168
X_2842,0.159268701
X_207,0.161005651
X_2821,0.161005651
X_2507,0.161005651
X_2506,0.161005651
X_1224,0.162483612
X_1889,0.162577881
X_1153,0.164285121
X_2856,0.164285121
X_2760,0.165252487
X_224,0.166082368
X_2539,0.166082368
X_2538,0.166082368
X_2836,0.166082368
X_2501,0.166629376
X_2500,0.166629376
X_203,0.166629376
X_2818,0.166629376
X_1952,0.166689694
X_1911,0.166979487
X_371,0.168467603
X_2493,0.168799466
X_2492,0.168799466
X_199,0.168799466
X_2814,0.168799466
X_202,0.169904595
X_2817,0.169904595
X_2498,0.169904595
X_2499,0.169904595
X_2540,0.170148673
X_1905,0.170608247
X_2487,0.170987057
X_2489,0.170987057
X_197,0.170987057
X_2486,0.170987057
X_2811,0.170987057
X_2488,0.170987057
X_2812,0.170987057
X_196,0.170987057
X_2509,0.172451824
X_208,0.172451824
X_2822,0.172451824
X_2508,0.172451824
X_1897,0.172596262
X_73,0.17270113
X_2514,0.172808428
X_211,0.172808428
X_2515,0.172808428
X_2832,0.173024147
X_220,0.173024147
X_2531,0.173024147
X_2530,0.173024147
X_1389,0.173670078
X_1885,0.174253275
X_1883,0.174267107
X_1881,0.174273196
X_2578,0.174464551
X_2579,0.174464551
X_2215,0.174464551
X_2287,0.174464551
X_2286,0.174464551
X_2134,0.174464551
X_2135,0.174464551
X_2358,0.174464551
X_2359,0.174464551
X_2214,0.174464551
X_1780,0.174514653
X_2801,0.174714527
X_1913,0.176050705
X_2025,0.176782451
X_1964,0.176807491
X_1919,0.176955629
X_1903,0.177128399
X_2497,0.177477473
X_2494,0.177477473
X_200,0.177477473
X_201,0.177477473
X_2815,0.177477473
X_2495,0.177477473
X_2816,0.177477473
X_2496,0.177477473
X_1954,0.178289253
X_1878,0.178311639
X_1876,0.178315146
X_1741,0.179317412
X_2723,0.17967973
X_2708,0.179930868
X_245,0.179958181
X_1750,0.180424301
X_2512,0.180512484
X_2513,0.180512484
X_2824,0.180512484
X_2823,0.180512484
X_209,0.180512484
X_210,0.180512484
X_2510,0.180512484
X_2511,0.180512484
X_2707,0.181781219
X_1935,0.182669735
X_1788,0.182808592
X_2706,0.183022788
X_1915,0.183415848
X_1917,0.183415848
X_1901,0.184360045
X_1899,0.184360045
X_2063,0.1847212
X_2070,0.1847212
X_2100,0.1847212
X_1888,0.18514336
X_2097,0.186152517
X_1764,0.186739235
X_1893,0.187431127
X_1891,0.187431127
X_2019,0.188157189
X_2095,0.188505866
X_1882,0.189167229
X_204,0.189377388
X_205,0.189377388
X_2820,0.189377388
X_2502,0.189377388
X_2505,0.189377388
X_2504,0.189377388
X_2503,0.189377388
X_2819,0.189377388
X_1756,0.190046984
X_2106,0.190538666
X_2079,0.190538666
X_2086,0.190538666
X_2033,0.19158799
X_1985,0.191613745
X_1943,0.191714804
X_1758,0.19274641
X_1815,0.192845407
X_2712,0.194333618
X_1829,0.194655462
X_1809,0.194655462
X_1955,0.1953462
X_1907,0.19596025
X_1909,0.19596025
X_372,0.196508574
X_1752,0.196741845
X_2829,0.198267726
X_2524,0.198267726
X_2525,0.198267726
X_216,0.198267726
X_1929,0.198568827
X_1787,0.203051905
X_2713,0.205446519
X_2521,0.205456725
X_2518,0.205456725
X_214,0.205456725
X_2520,0.205456725
X_213,0.205456725
X_2827,0.205456725
X_2519,0.205456725
X_2826,0.205456725
X_2714,0.20866832
X_2469,0.20881974
X_2802,0.20881974
X_2468,0.20881974
X_206,0.20881974
X_1925,0.208884033
X_1923,0.208937202
X_2475,0.208988391
X_2474,0.208988391
X_226,0.208988391
X_2805,0.208988391
X_1432,0.209160867
X_1431,0.209160867
X_1894,0.211284529
X_1892,0.211425407
X_2161,0.211438816
X_2160,0.211438816
X_2384,0.211438816
X_2313,0.211438816
X_2385,0.211438816
X_2605,0.211438816
X_2241,0.211438816
X_2240,0.211438816
X_2312,0.211438816
X_2604,0.211438816
X_2561,0.213855956
X_2560,0.213855956
X_2340,0.213855956
X_2558,0.213855956
X_2266,0.213855956
X_2267,0.213855956
X_2268,0.213855956
X_2269,0.213855956
X_2559,0.213855956
X_2339,0.213855956
X_2117,0.213855956
X_2115,0.213855956
X_2341,0.213855956
X_2338,0.213855956
X_2116,0.213855956
X_2196,0.213855956
X_2197,0.213855956
X_2194,0.213855956
X_2114,0.213855956
X_2195,0.213855956
X_1714,0.213872754
X_1902,0.215574342
X_1900,0.21559717
X_1873,0.215690865
X_1879,0.217431586
X_2056,0.218560449
X_221,0.218929498
X_2533,0.218929498
X_2532,0.218929498
X_2833,0.218929498
X_2721,0.218973507
X_2074,0.221570422
X_2067,0.221570422
X_2104,0.221570422
X_1762,0.223463229
X_2005,0.224082882
X_1969,0.224082882
X_1993,0.224082882
X_2279,0.22577065
X_2571,0.22577065
X_2351,0.22577065
X_2350,0.22577065
X_2207,0.22577065
X_2206,0.22577065
X_2570,0.22577065
X_2127,0.22577065
X_2126,0.22577065
X_2278,0.22577065
X_2535,0.227117538
X_2835,0.227117538
X_2536,0.227117538
X_2834,0.227117538
X_2534,0.227117538
X_2537,0.227117538
X_223,0.227117538
X_222,0.227117538
X_1948,0.22827067
X_1981,0.228718078
X_2029,0.228718639
X_2035,0.228719858
X_1987,0.228719858
X_1712,0.228851666
X_1975,0.229639801
X_1999,0.229639801
X_2011,0.229639801
X_1941,0.230011911
X_1939,0.230245212
X_2013,0.2321212
X_1977,0.2321212
X_2001,0.2321212
X_2021,0.23354901
X_1933,0.235478037
X_1931,0.235617705
X_1995,0.237263495
X_2007,0.237263495
X_1971,0.237263495
X_2344,0.237416066
X_2345,0.237416066
X_2564,0.237416066
X_2201,0.237416066
X_2273,0.237416066
X_2200,0.237416066
X_2121,0.237416066
X_2272,0.237416066
X_2565,0.237416066
X_2120,0.237416066
X_218,0.237878042
X_2529,0.237878042
X_2831,0.237878042
X_2526,0.237878042
X_2527,0.237878042
X_2528,0.237878042
X_2830,0.237878042
X_219,0.237878042
X_2166,0.239731671
X_2167,0.239731671
X_2390,0.239731671
X_2391,0.239731671
X_2611,0.239731671
X_2319,0.239731671
X_2318,0.239731671
X_2610,0.239731671
X_2246,0.239731671
X_2247,0.239731671
X_2037,0.240566156
X_1989,0.24070554
X_2083,0.241964426
X_2110,0.241964426
X_2090,0.241964426
X_1937,0.242085575
X_1938,0.24434982
X_1910,0.244628154
X_1908,0.244747445
X_2031,0.244847828
X_1983,0.244857556
X_373,0.247390381
X_374,0.247390381
X_2295,0.252731599
X_2143,0.252731599
X_2142,0.252731599
X_2366,0.252731599
X_2367,0.252731599
X_2222,0.252731599
X_2223,0.252731599
X_2294,0.252731599
X_2587,0.252731599
X_2586,0.252731599
X_1751,0.254110966
X_2280,0.255165074
X_2572,0.255165074
X_2129,0.255165074
X_2128,0.255165074
X_2353,0.255165074
X_2573,0.255165074
X_2352,0.255165074
X_2281,0.255165074
X_2208,0.255165074
X_2209,0.255165074
X_1782,0.256006153
X_2595,0.259245618
X_2375,0.259245618
X_2302,0.259245618
X_2303,0.259245618
X_2151,0.259245618
X_2230,0.259245618
X_2374,0.259245618
X_2150,0.259245618
X_2594,0.259245618
X_2231,0.259245618
X_2060,0.265346918
X_2368,0.26647099
X_2369,0.26647099
X_2144,0.26647099
X_2224,0.26647099
X_2225,0.26647099
X_2296,0.26647099
X_2589,0.26647099
X_2145,0.26647099
X_2588,0.26647099
X_2297,0.26647099
X_2263,0.267442288
X_2262,0.267442288
X_2407,0.267442288
X_2406,0.267442288
X_2627,0.267442288
X_2626,0.267442288
X_2182,0.267442288
X_2183,0.267442288
X_2335,0.267442288
X_2334,0.267442288
X_248,0.268791139
X_2136,0.269482783
X_2581,0.269482783
X_2137,0.269482783
X_2580,0.269482783
X_2217,0.269482783
X_2216,0.269482783
X_2361,0.269482783
X_2360,0.269482783
X_2289,0.269482783
X_2288,0.269482783
X_2305,0.270654909
X_2376,0.270654909
X_2304,0.270654909
X_2153,0.270654909
X_2152,0.270654909
X_2596,0.270654909
X_2597,0.270654909
X_2377,0.270654909
X_2233,0.270654909
X_2232,0.270654909
X_1944,0.27153607
X_2133,0.27159109
X_2132,0.27159109
X_2577,0.27159109
X_2576,0.27159109
X_2575,0.27159109
X_2574,0.27159109
X_2213,0.27159109
X_2212,0.27159109
X_2211,0.27159109
X_2210,0.27159109
X_2285,0.27159109
X_2131,0.27159109
X_2284,0.27159109
X_2282,0.27159109
X_2357,0.27159109
X_2355,0.27159109
X_2354,0.27159109
X_2356,0.27159109
X_2283,0.27159109
X_2130,0.27159109
X_2602,0.27200435
X_2603,0.27200435
X_2383,0.27200435
X_2239,0.27200435
X_2382,0.27200435
X_2310,0.27200435
X_2159,0.27200435
X_2158,0.27200435
X_2311,0.27200435
X_2238,0.27200435
X_2174,0.272086238
X_2398,0.272086238
X_2618,0.272086238
X_2619,0.272086238
X_2399,0.272086238
X_2327,0.272086238
X_2175,0.272086238
X_2255,0.272086238
X_2254,0.272086238
X_2326,0.272086238
X_257,0.272852207
X_258,0.273132462
X_256,0.274990294
X_307,0.275426475
X_1720,0.276069795
X_131,0.276141993
X_130,0.276141993
X_2124,0.276473976
X_2346,0.276473976
X_2125,0.276473976
X_2203,0.276473976
X_2277,0.276473976
X_2276,0.276473976
X_2202,0.276473976
X_2348,0.276473976
X_2347,0.276473976
X_2569,0.276473976
X_2568,0.276473976
X_2567,0.276473976
X_2566,0.276473976
X_2204,0.276473976
X_2205,0.276473976
X_2275,0.276473976
X_2349,0.276473976
X_2123,0.276473976
X_2122,0.276473976
X_2274,0.276473976
X_1763,0.278244075
X_2139,0.278524063
X_2291,0.278524063
X_2290,0.278524063
X_2141,0.278524063
X_2362,0.278524063
X_2363,0.278524063
X_2221,0.278524063
X_2138,0.278524063
X_2220,0.278524063
X_2218,0.278524063
X_2365,0.278524063
X_2585,0.278524063
X_2584,0.278524063
X_2583,0.278524063
X_2582,0.278524063
X_2140,0.278524063
X_2292,0.278524063
X_2364,0.278524063
X_2219,0.278524063
X_2293,0.278524063
X_2394,0.280394352
X_2395,0.280394352
X_2397,0.280394352
X_2396,0.280394352
X_2325,0.280394352
X_2252,0.280394352
X_2617,0.280394352
X_2614,0.280394352
X_2615,0.280394352
X_2616,0.280394352
X_2253,0.280394352
X_2172,0.280394352
X_2171,0.280394352
X_2170,0.280394352
X_2324,0.280394352
X_2173,0.280394352
X_2323,0.280394352
X_2250,0.280394352
X_2251,0.280394352
X_2322,0.280394352
X_2261,0.28067921
X_2260,0.28067921
X_2259,0.28067921
X_2333,0.28067921
X_2258,0.28067921
X_2405,0.28067921
X_2179,0.28067921
X_2402,0.28067921
X_2622,0.28067921
X_2623,0.28067921
X_2624,0.28067921
X_2625,0.28067921
X_2332,0.28067921
X_2331,0.28067921
X_2330,0.28067921
X_2178,0.28067921
X_2181,0.28067921
X_2180,0.28067921
X_2404,0.28067921
X_2403,0.28067921
X_2157,0.280878874
X_2156,0.280878874
X_2155,0.280878874
X_2154,0.280878874
X_2308,0.280878874
X_2598,0.280878874
X_2599,0.280878874
X_2600,0.280878874
X_2601,0.280878874
X_2237,0.280878874
X_2307,0.280878874
X_2309,0.280878874
X_2235,0.280878874
X_2381,0.280878874
X_2234,0.280878874
X_2380,0.280878874
X_2379,0.280878874
X_2378,0.280878874
X_2236,0.280878874
X_2306,0.280878874
X_2300,0.283897131
X_2226,0.283897131
X_2299,0.283897131
X_2301,0.283897131
X_2298,0.283897131
X_2592,0.283897131
X_2371,0.283897131
X_2591,0.283897131
X_2149,0.283897131
X_2146,0.283897131
X_2593,0.283897131
X_2148,0.283897131
X_2372,0.283897131
X_2373,0.283897131
X_2147,0.283897131
X_2229,0.283897131
X_2228,0.283897131
X_2227,0.283897131
X_2370,0.283897131
X_2590,0.283897131
X_1967,0.284946598
X_2418,0.286272717
X_2612,0.292133847
X_2248,0.292133847
X_2249,0.292133847
X_2393,0.292133847
X_2613,0.292133847
X_2169,0.292133847
X_2392,0.292133847
X_2320,0.292133847
X_2321,0.292133847
X_2168,0.292133847
X_1793,0.292574309
X_2314,0.293874253
X_2315,0.293874253
X_2316,0.293874253
X_2317,0.293874253
X_2245,0.293874253
X_2244,0.293874253
X_2606,0.293874253
X_2607,0.293874253
X_2387,0.293874253
X_2609,0.293874253
X_2162,0.293874253
X_2163,0.293874253
X_2164,0.293874253
X_2165,0.293874253
X_2388,0.293874253
X_2389,0.293874253
X_2386,0.293874253
X_2608,0.293874253
X_2242,0.293874253
X_2243,0.293874253
X_2265,0.296456612
X_2556,0.296456612
X_2557,0.296456612
X_2112,0.296456612
X_2192,0.296456612
X_2193,0.296456612
X_2336,0.296456612
X_2337,0.296456612
X_2264,0.296456612
X_2113,0.296456612
X_2119,0.297292065
X_2118,0.297292065
X_2271,0.297292065
X_2198,0.297292065
X_2343,0.297292065
X_2562,0.297292065
X_2563,0.297292065
X_2342,0.297292065
X_2199,0.297292065
X_2270,0.297292065
X_2065,0.298947881
X_2072,0.298947881
X_2102,0.298947881
X_1949,0.299758804
X_2731,0.300495962
X_2081,0.301122089
X_2088,0.301122089
X_2108,0.301122089
X_2257,0.303898869
X_2256,0.303898869
X_2328,0.303898869
X_2401,0.303898869
X_2400,0.303898869
X_2620,0.303898869
X_2621,0.303898869
X_2176,0.303898869
X_2329,0.303898869
X_2177,0.303898869
X_1781,0.316905521
X_318,0.387380485
X_189,0.399613889
X_1010,0.408040549
X_1012,0.408040549
